(((1*6)-(6/4))/((5*3)*3))	(/(-(*16)(/64))(*(*53)3))	(((16*)(64/)-)((53*)3*)/)
(((6-2)+(5*6))-((9*9)*(4/2)))	(-(+(-62)(*56))(*(*99)(/42)))	(((62-)(56*)+)((99*)(42/)*)-)
(((8*7)+(8*5))-(4+(2/1)))	(-(+(*87)(*85))(+4(/21)))	(((87*)(85*)+)(4(21/)+)-)
((4+(5/4))-((7*9)+(4-0)))	(-(+4(/54))(+(*79)(-40)))	((4(54/)+)((79*)(40-)+)-)
(((3/9)-2)*((9+7)*(8*6)))	(*(-(/39)2)(*(+97)(*86)))	(((39/)2-)((97+)(86*)*)*)
(((1+0)*2)/((8+5)*(1/7)))	(/(*(+10)2)(*(+85)(/17)))	(((10+)2*)((85+)(17/)*)/)
((6*9)-((5-9)/(5+0)))	(-(*69)(/(-59)(+50)))	((69*)((59-)(50+)/)-)
((5*(7-0))+(9+(3-3)))	(+(*5(-70))(+9(-33)))	((5(70-)*)(9(33-)+)+)
(((3+7)-8)+((7*7)*(8-9)))	(+(-(+37)8)(*(*77)(-89)))	(((37+)8-)((77*)(89-)*)+)
(((4+7)+(2*4))+(1-(8/6)))	(+(+(+47)(*24))(-1(/86)))	(((47+)(24*)+)(1(86/)-)+)
(((2/2)*(4+8))+((0/4)-(6/9)))	(+(*(/22)(+48))(-(/04)(/69)))	(((22/)(48+)*)((04/)(69/)-)+)
((1*6)*(7*3))	(*(*16)(*73))	((16*)(73*)*)
(((6-8)-(3+9))*((8-7)+(7/5)))	(*(-(-68)(+39))(+(-87)(/75)))	(((68-)(39+)-)((87-)(75/)+)*)
(((9-3)/(4-9))/((0*0)-(9+6)))	(/(/(-93)(-49))(-(*00)(+96)))	(((93-)(49-)/)((00*)(96+)-)/)
(((1+6)/3)-((6*2)-(2+5)))	(-(/(+16)3)(-(*62)(+25)))	(((16+)3/)((62*)(25+)-)-)
(((7*7)/(9/8))*((1-4)+(4-3)))	(*(/(*77)(/98))(+(-14)(-43)))	(((77*)(98/)/)((14-)(43-)+)*)
(((6*1)+(4*5))/(9+(6+4)))	(/(+(*61)(*45))(+9(+64)))	(((61*)(45*)+)(9(64+)+)/)
(((3-0)*(2/8))-((6-0)+(1-0)))	(-(*(-30)(/28))(+(-60)(-10)))	(((30-)(28/)*)((60-)(10-)+)-)
(((4+9)+(1/9))*((6-7)-5))	(*(+(+49)(/19))(-(-67)5))	(((49+)(19/)+)((67-)5-)*)
(((8+0)+(8-9))*((6+5)/(0+7)))	(*(+(+80)(-89))(/(+65)(+07)))	(((80+)(89-)+)((65+)(07+)/)*)
(((8+0)+(0-1))+((9+4)-(2/7)))	(+(+(+80)(-01))(-(+94)(/27)))	(((80+)(01-)+)((94+)(27/)-)+)
(((5*8)-(7+0))+(3-(4*8)))	(+(-(*58)(+70))(-3(*48)))	(((58*)(70+)-)(3(48*)-)+)
(((7+6)+(9-5))-((4/0)-(1*9)))	(-(+(+76)(-95))(-(/40)(*19)))	(((76+)(95-)+)((40/)(19*)-)-)
(((8-7)-(6+3))*((9/2)-(6-5)))	(*(-(-87)(+63))(-(/92)(-65)))	(((87-)(63+)-)((92/)(65-)-)*)
((9+(9*8))-((1/0)*(7*4)))	(-(+9(*98))(*(/10)(*74)))	((9(98*)+)((10/)(74*)*)-)
(((3/4)*6)-((1-2)-(3-3)))	(-(*(/34)6)(-(-12)(-33)))	(((34/)6*)((12-)(33-)-)-)
(((9-0)-(3+9))-((1-9)*3))	(-(-(-90)(+39))(*(-19)3))	(((90-)(39+)-)((19-)3*)-)
(((8-6)/(4+9))+((3/9)+(5-5)))	(+(/(-86)(+49))(+(/39)(-55)))	(((86-)(49+)/)((39/)(55-)+)+)
((9-8)+((6+3)+(3-3)))	(+(-98)(+(+63)(-33)))	((98-)((63+)(33-)+)+)
(((7-7)+(4/4))*((0/8)/7))	(*(+(-77)(/44))(/(/08)7))	(((77-)(44/)+)((08/)7/)*)
(((2/6)-(6-8))/((9-6)-(4/2)))	(/(-(/26)(-68))(-(-96)(/42)))	(((26/)(68-)-)((96-)(42/)-)/)
(((7-6)*1)-((6+4)*(7*2)))	(-(*(-76)1)(*(+64)(*72)))	(((76-)1*)((64+)(72*)*)-)
(((1/2)/(3/8))+((3*8)/(8-4)))	(+(/(/12)(/38))(/(*38)(-84)))	(((12/)(38/)/)((38*)(84-)/)+)
(((5+4)/(5*9))+((7*1)*(4+7)))	(+(/(+54)(*59))(*(*71)(+47)))	(((54+)(59*)/)((71*)(47+)*)+)
(((7*4)+(9/2))*((9-2)+(2+8)))	(*(+(*74)(/92))(+(-92)(+28)))	(((74*)(92/)+)((92-)(28+)+)*)
(((3+8)+(6-0))-((6*0)-(4-9)))	(-(+(+38)(-60))(-(*60)(-49)))	(((38+)(60-)+)((60*)(49-)-)-)
(((5*5)-(7-6))+(6+(7-3)))	(+(-(*55)(-76))(+6(-73)))	(((55*)(76-)-)(6(73-)+)+)
(((0/6)-8)/((6-7)/(3-1)))	(/(-(/06)8)(/(-67)(-31)))	(((06/)8-)((67-)(31-)/)/)
(((1-3)+0)*((4*5)+(5-0)))	(*(+(-13)0)(+(*45)(-50)))	(((13-)0+)((45*)(50-)+)*)
((6+(8/6))+((1-8)+4))	(+(+6(/86))(+(-18)4))	((6(86/)+)((18-)4+)+)
(((4-1)-(4/0))/(2*(6-4)))	(/(-(-41)(/40))(*2(-64)))	(((41-)(40/)-)(2(64-)*)/)
(((2/0)+1)/((8+8)*5))	(/(+(/20)1)(*(+88)5))	(((20/)1+)((88+)5*)/)
(((6-8)/(6*5))+((8*2)*(8*7)))	(+(/(-68)(*65))(*(*82)(*87)))	(((68-)(65*)/)((82*)(87*)*)+)
(((1/5)/1)+((5/4)+(0+0)))	(+(/(/15)1)(+(/54)(+00)))	(((15/)1/)((54/)(00+)+)+)
(((3-1)-(4/0))+((2*3)+(2/3)))	(+(-(-31)(/40))(+(*23)(/23)))	(((31-)(40/)-)((23*)(23/)+)+)
(((9/7)/(1-2))/((3*3)+(6*1)))	(/(/(/97)(-12))(+(*33)(*61)))	(((97/)(12-)/)((33*)(61*)+)/)
(((1+3)+(7*9))*((5-7)*(5*1)))	(*(+(+13)(*79))(*(-57)(*51)))	(((13+)(79*)+)((57-)(51*)*)*)
((0*(7-3))-(6*(5+1)))	(-(*0(-73))(*6(+51)))	((0(73-)*)(6(51+)*)-)
(((3+9)+(9*5))-((2/5)*(2/9)))	(-(+(+39)(*95))(*(/25)(/29)))	(((39+)(95*)+)((25/)(29/)*)-)
(((9*4)/(0-5))*((4+3)+(0+2)))	(*(/(*94)(-05))(+(+43)(+02)))	(((94*)(05-)/)((43+)(02+)+)*)
((2-(8*7))-((1/6)+(8+6)))	(-(-2(*87))(+(/16)(+86)))	((2(87*)-)((16/)(86+)+)-)
(((8/2)+(3*3))/((8*4)/(6-6)))	(/(+(/82)(*33))(/(*84)(-66)))	(((82/)(33*)+)((84*)(66-)/)/)
(((5+8)-(3/3))/(5*(4+4)))	(/(-(+58)(/33))(*5(+44)))	(((58+)(33/)-)(5(44+)*)/)
((8+(6*4))-((3/1)*(4-6)))	(-(+8(*64))(*(/31)(-46)))	((8(64*)+)((31/)(46-)*)-)
(((3/2)*(4-9))-((7*8)+(4/2)))	(-(*(/32)(-49))(+(*78)(/42)))	(((32/)(49-)*)((78*)(42/)+)-)
(((1+0)*3)/((8/3)*(7*3)))	(/(*(+10)3)(*(/83)(*73)))	(((10+)3*)((83/)(73*)*)/)
(((6*9)+(2*4))-((3/0)/4))	(-(+(*69)(*24))(/(/30)4))	(((69*)(24*)+)((30/)4/)-)
(((2+5)+(3+4))-((7*7)*(9*5)))	(-(+(+25)(+34))(*(*77)(*95)))	(((25+)(34+)+)((77*)(95*)*)-)
(((5-6)/5)+((6*8)*(4*8)))	(+(/(-56)5)(*(*68)(*48)))	(((56-)5/)((68*)(48*)*)+)
((4/(4*3))+((0/3)/0))	(+(/4(*43))(/(/03)0))	((4(43*)/)((03/)0/)+)
(((0-6)*(4*7))+((4+4)*(8-7)))	(+(*(-06)(*47))(*(+44)(-87)))	(((06-)(47*)*)((44+)(87-)*)+)
(((8-9)-(5-3))/((0*8)-6))	(/(-(-89)(-53))(-(*08)6))	(((89-)(53-)-)((08*)6-)/)
(((9-9)+8)*(9+(6/8)))	(*(+(-99)8)(+9(/68)))	(((99-)8+)(9(68/)+)*)
((0-(3/6))/((0-1)+6))	(/(-0(/36))(+(-01)6))	((0(36/)-)((01-)6+)/)
(((9/7)+(4-5))+((0+5)/(2/5)))	(+(+(/97)(-45))(/(+05)(/25)))	(((97/)(45-)+)((05+)(25/)/)+)
(((9-5)-(3+2))-((2+3)+(2+7)))	(-(-(-95)(+32))(+(+23)(+27)))	(((95-)(32+)-)((23+)(27+)+)-)
((5*(4*8))*((9+4)+5))	(*(*5(*48))(+(+94)5))	((5(48*)*)((94+)5+)*)
(((7*3)-(7+1))*((7-9)+5))	(*(-(*73)(+71))(+(-79)5))	(((73*)(71+)-)((79-)5+)*)
(((1*9)-9)/((1/9)+(3*6)))	(/(-(*19)9)(+(/19)(*36)))	(((19*)9-)((19/)(36*)+)/)
((7*(5+8))*((4+9)*9))	(*(*7(+58))(*(+49)9))	((7(58+)*)((49+)9*)*)
(((1*8)/8)*((4+3)/(9/2)))	(*(/(*18)8)(/(+43)(/92)))	(((18*)8/)((43+)(92/)/)*)
(((8*6)/0)-((8+3)+(6/8)))	(-(/(*86)0)(+(+83)(/68)))	(((86*)0/)((83+)(68/)+)-)
(((2*2)*4)/((0*3)-(3-8)))	(/(*(*22)4)(-(*03)(-38)))	(((22*)4*)((03*)(38-)-)/)
(((2+4)-(0-7))-((4-1)*9))	(-(-(+24)(-07))(*(-41)9))	(((24+)(07-)-)((41-)9*)-)
(((3-1)+4)-((0-3)+6))	(-(+(-31)4)(+(-03)6))	(((31-)4+)((03-)6+)-)
(0/(2-(2-6)))	(/0(-2(-26)))	(0(2(26-)-)/)
((3/(2*3))+((6+3)*(8+0)))	(+(/3(*23))(*(+63)(+80)))	((3(23*)/)((63+)(80+)*)+)
(((6/6)-(4/0))-((7+3)+(5*8)))	(-(-(/66)(/40))(+(+73)(*58)))	(((66/)(40/)-)((73+)(58*)+)-)
(((8/7)*(0/4))/((6+1)*(0-7)))	(/(*(/87)(/04))(*(+61)(-07)))	(((87/)(04/)*)((61+)(07-)*)/)
(((2-1)-(8-1))*((9*5)-3))	(*(-(-21)(-81))(-(*95)3))	(((21-)(81-)-)((95*)3-)*)
((2/(0/0))*((1*6)/(7+6)))	(*(/2(/00))(/(*16)(+76)))	((2(00/)/)((16*)(76+)/)*)
(((5/0)-(0/0))*((8/0)-(7*8)))	(*(-(/50)(/00))(-(/80)(*78)))	(((50/)(00/)-)((80/)(78*)-)*)
(((9+1)/9)*((9+0)*4))	(*(/(+91)9)(*(+90)4))	(((91+)9/)((90+)4*)*)
(((8+6)-(2/0))+(7*7))	(+(-(+86)(/20))(*77))	(((86+)(20/)-)(77*)+)
(((8+1)*5)+((0-0)/(1-9)))	(+(*(+81)5)(/(-00)(-19)))	(((81+)5*)((00-)(19-)/)+)
(((6-1)/4)-((0*9)-2))	(-(/(-61)4)(-(*09)2))	(((61-)4/)((09*)2-)-)
(((3/3)-(9/9))*((5-6)/(0+4)))	(*(-(/33)(/99))(/(-56)(+04)))	(((33/)(99/)-)((56-)(04+)/)*)
(((7-5)+(3*7))-((0-9)*(8+7)))	(-(+(-75)(*37))(*(-09)(+87)))	(((75-)(37*)+)((09-)(87+)*)-)
(((8-2)+(0-4))+((1+4)+2))	(+(+(-82)(-04))(+(+14)2))	(((82-)(04-)+)((14+)2+)+)
((2-(1+3))-((4-0)*(2*7)))	(-(-2(+13))(*(-40)(*27)))	((2(13+)-)((40-)(27*)*)-)
(((7+7)+(3+3))*((3*6)-(0+3)))	(*(+(+77)(+33))(-(*36)(+03)))	(((77+)(33+)+)((36*)(03+)-)*)
(((2-9)+3)-(0/(8-6)))	(-(+(-29)3)(/0(-86)))	(((29-)3+)(0(86-)/)-)
(((7-5)*(3-9))-((0+2)/(7*8)))	(-(*(-75)(-39))(/(+02)(*78)))	(((75-)(39-)*)((02+)(78*)/)-)
(((0/4)-2)/((5-9)*(3+8)))	(/(-(/04)2)(*(-59)(+38)))	(((04/)2-)((59-)(38+)*)/)
(((7/1)+5)/((2-7)-(1+7)))	(/(+(/71)5)(-(-27)(+17)))	(((71/)5+)((27-)(17+)-)/)
((4*(3+8))-((6-3)-(9+9)))	(-(*4(+38))(-(-63)(+99)))	((4(38+)*)((63-)(99+)-)-)
(((4/8)/(1*3))*(1/5))	(*(/(/48)(*13))(/15))	(((48/)(13*)/)(15/)*)
(((3/3)*2)*((3+5)*(4-6)))	(*(*(/33)2)(*(+35)(-46)))	(((33/)2*)((35+)(46-)*)*)
(((7-9)/(0/3))-((8/1)/(0*0)))	(-(/(-79)(/03))(/(/81)(*00)))	(((79-)(03/)/)((81/)(00*)/)-)
(((4+9)-(5/2))/((5-6)*(2+3)))	(/(-(+49)(/52))(*(-56)(+23)))	(((49+)(52/)-)((56-)(23+)*)/)
(((0*6)+0)/((6-8)*7))	(/(+(*06)0)(*(-68)7))	(((06*)0+)((68-)7*)/)
((6/(7*1))+((0+8)/(6+2)))	(+(/6(*71))(/(+08)(+62)))	((6(71*)/)((08+)(62+)/)+)
((7-(9/4))*((6*4)-(8/7)))	(*(-7(/94))(-(*64)(/87)))	((7(94/)-)((64*)(87/)-)*)
(((0+8)-(8/4))/((8+2)*1))	(/(-(+08)(/84))(*(+82)1))	(((08+)(84/)-)((82+)1*)/)
(((6+5)+(5/6))*(1/(6*2)))	(*(+(+65)(/56))(/1(*62)))	(((65+)(56/)+)(1(62*)/)*)
((6*(3/9))-((4*6)/(8/6)))	(-(*6(/39))(/(*46)(/86)))	((6(39/)*)((46*)(86/)/)-)
(((0/9)-(9+8))+(3/5))	(+(-(/09)(+98))(/35))	(((09/)(98+)-)(35/)+)
(((1*5)/(5/1))+((6+2)-(3-5)))	(+(/(*15)(/51))(-(+62)(-35)))	(((15*)(51/)/)((62+)(35-)-)+)
((2/(8*2))+((9+2)/(2-4)))	(+(/2(*82))(/(+92)(-24)))	((2(82*)/)((92+)(24-)/)+)
((2+7)/((8+2)-(3+3)))	(/(+27)(-(+82)(+33)))	((27+)((82+)(33+)-)/)
(((6-5)+1)*((8-2)-(3/2)))	(*(+(-65)1)(-(-82)(/32)))	(((65-)1+)((82-)(32/)-)*)
(2-((0+5)+(7*5)))	(-2(+(+05)(*75)))	(2((05+)(75*)+)-)
((1+(7-9))*((4/8)-(0+0)))	(*(+1(-79))(-(/48)(+00)))	((1(79-)+)((48/)(00+)-)*)
(((1-7)/(1+1))-((1+2)*(9-3)))	(-(/(-17)(+11))(*(+12)(-93)))	(((17-)(11+)/)((12+)(93-)*)-)
(((7*5)*(1/6))*((3*9)+(6+8)))	(*(*(*75)(/16))(+(*39)(+68)))	(((75*)(16/)*)((39*)(68+)+)*)
((1+(4-6))/((3/9)-7))	(/(+1(-46))(-(/39)7))	((1(46-)+)((39/)7-)/)
(((2+5)-0)+(7/(8+2)))	(+(-(+25)0)(/7(+82)))	(((25+)0-)(7(82+)/)+)
(((1+9)*(8/4))-((0*7)-(2/5)))	(-(*(+19)(/84))(-(*07)(/25)))	(((19+)(84/)*)((07*)(25/)-)-)
(8*((8/4)+(2/4)))	(*8(+(/84)(/24)))	(8((84/)(24/)+)*)
(((4/2)-(3-7))*(6/(3*8)))	(*(-(/42)(-37))(/6(*38)))	(((42/)(37-)-)(6(38*)/)*)
(((4/2)+6)*((3+8)/(6+7)))	(*(+(/42)6)(/(+38)(+67)))	(((42/)6+)((38+)(67+)/)*)
((5-(7/6))+((3*6)*(2+3)))	(+(-5(/76))(*(*36)(+23)))	((5(76/)-)((36*)(23+)*)+)
(((8+8)-(6-2))/(6-(1+2)))	(/(-(+88)(-62))(-6(+12)))	(((88+)(62-)-)(6(12+)-)/)
(((8/0)+(7*6))/((6/6)/(7+3)))	(/(+(/80)(*76))(/(/66)(+73)))	(((80/)(76*)+)((66/)(73+)/)/)
(((5-7)+(8/0))-((7*1)/(3/7)))	(-(+(-57)(/80))(/(*71)(/37)))	(((57-)(80/)+)((71*)(37/)/)-)
(((0+9)/(4+0))-((9-0)+0))	(-(/(+09)(+40))(+(-90)0))	(((09+)(40+)/)((90-)0+)-)
(((7*1)*(2/8))-(1+(2*8)))	(-(*(*71)(/28))(+1(*28)))	(((71*)(28/)*)(1(28*)+)-)
(((6/0)/(9*7))-(1/(4+5)))	(-(/(/60)(*97))(/1(+45)))	(((60/)(97*)/)(1(45+)/)-)
(((6*3)-(3/8))/(4/(9/6)))	(/(-(*63)(/38))(/4(/96)))	(((63*)(38/)-)(4(96/)/)/)
(((2/7)-(4+8))+8)	(+(-(/27)(+48))8)	(((27/)(48+)-)8+)
(((6/7)*(4/8))*((5-9)*(9+1)))	(*(*(/67)(/48))(*(-59)(+91)))	(((67/)(48/)*)((59-)(91+)*)*)
(((0*6)+5)+(3*(9+6)))	(+(+(*06)5)(*3(+96)))	(((06*)5+)(3(96+)*)+)
((7-(5+4))/((0+1)*(0/9)))	(/(-7(+54))(*(+01)(/09)))	((7(54+)-)((01+)(09/)*)/)
(((2*9)/(2*3))*((5/2)/(6-0)))	(*(/(*29)(*23))(/(/52)(-60)))	(((29*)(23*)/)((52/)(60-)/)*)
(((9-1)*(1*7))/(2/(4*3)))	(/(*(-91)(*17))(/2(*43)))	(((91-)(17*)*)(2(43*)/)/)
(((3+7)-(8*5))*((8*2)/(4+5)))	(*(-(+37)(*85))(/(*82)(+45)))	(((37+)(85*)-)((82*)(45+)/)*)
(((4*6)/9)/((4-7)/0))	(/(/(*46)9)(/(-47)0))	(((46*)9/)((47-)0/)/)
(((6/4)*(9*1))+((7-4)-(4-8)))	(+(*(/64)(*91))(-(-74)(-48)))	(((64/)(91*)*)((74-)(48-)-)+)
(((9-3)-(8*7))/((0+9)+2))	(/(-(-93)(*87))(+(+09)2))	(((93-)(87*)-)((09+)2+)/)
(((6/9)*(0*6))*((8/2)*(8/5)))	(*(*(/69)(*06))(*(/82)(/85)))	(((69/)(06*)*)((82/)(85/)*)*)
(((8-2)/(5/2))-((2/2)+(3/3)))	(-(/(-82)(/52))(+(/22)(/33)))	(((82-)(52/)/)((22/)(33/)+)-)
(((7/2)-(7+5))-((5/5)+(8+1)))	(-(-(/72)(+75))(+(/55)(+81)))	(((72/)(75+)-)((55/)(81+)+)-)
(((2-8)*(8+7))*((6*7)-(6/3)))	(*(*(-28)(+87))(-(*67)(/63)))	(((28-)(87+)*)((67*)(63/)-)*)
((7-(5*1))+((2-0)*(6/2)))	(+(-7(*51))(*(-20)(/62)))	((7(51*)-)((20-)(62/)*)+)
(((7*2)*(8/3))*((1/8)+(4/8)))	(*(*(*72)(/83))(+(/18)(/48)))	(((72*)(83/)*)((18/)(48/)+)*)
((3/(2-8))-((1/2)*(2/0)))	(-(/3(-28))(*(/12)(/20)))	((3(28-)/)((12/)(20/)*)-)
((3-(2-4))-((0+4)+9))	(-(-3(-24))(+(+04)9))	((3(24-)-)((04+)9+)-)
(((6/0)*(6+7))/((5*0)*(4*9)))	(/(*(/60)(+67))(*(*50)(*49)))	(((60/)(67+)*)((50*)(49*)*)/)
((2+1)+((4/5)*(6/5)))	(+(+21)(*(/45)(/65)))	((21+)((45/)(65/)*)+)
(((5*8)+(5-8))/((5+3)*(0+3)))	(/(+(*58)(-58))(*(+53)(+03)))	(((58*)(58-)+)((53+)(03+)*)/)
(((4-7)*(2/2))+((2*3)-(9-0)))	(+(*(-47)(/22))(-(*23)(-90)))	(((47-)(22/)*)((23*)(90-)-)+)
(((6*3)+(6*3))/((4-2)+(7-9)))	(/(+(*63)(*63))(+(-42)(-79)))	(((63*)(63*)+)((42-)(79-)+)/)
((0+5)/(3+2))	(/(+05)(+32))	((05+)(32+)/)
(((1-5)/8)/((5*5)+(4*9)))	(/(/(-15)8)(+(*55)(*49)))	(((15-)8/)((55*)(49*)+)/)
(((5+1)/8)+((9+7)+(5*1)))	(+(/(+51)8)(+(+97)(*51)))	(((51+)8/)((97+)(51*)+)+)
(((9+7)/(4-4))*((7+0)+(5+1)))	(*(/(+97)(-44))(+(+70)(+51)))	(((97+)(44-)/)((70+)(51+)+)*)
(4-((8/0)+5))	(-4(+(/80)5))	(4((80/)5+)-)
(((0/3)-(0-1))*((6+2)-6))	(*(-(/03)(-01))(-(+62)6))	(((03/)(01-)-)((62+)6-)*)
(((3/3)/(2/2))-((1+0)*(4-1)))	(-(/(/33)(/22))(*(+10)(-41)))	(((33/)(22/)/)((10+)(41-)*)-)
((0*2)-(9*(2+7)))	(-(*02)(*9(+27)))	((02*)(9(27+)*)-)
(((7-3)-(4-6))/(5+(5*1)))	(/(-(-73)(-46))(+5(*51)))	(((73-)(46-)-)(5(51*)+)/)
((0*(6/7))-((4-2)/(8+4)))	(-(*0(/67))(/(-42)(+84)))	((0(67/)*)((42-)(84+)/)-)
(((9-2)*(3*7))-(0*(2/6)))	(-(*(-92)(*37))(*0(/26)))	(((92-)(37*)*)(0(26/)*)-)
(((1+1)/(1+7))-(8/(0-4)))	(-(/(+11)(+17))(/8(-04)))	(((11+)(17+)/)(8(04-)/)-)
(((6-1)/(9-8))+(3/1))	(+(/(-61)(-98))(/31))	(((61-)(98-)/)(31/)+)
(((6+3)+(5*2))*(8/6))	(*(+(+63)(*52))(/86))	(((63+)(52*)+)(86/)*)
(((3/9)+(9/6))-(8*(6-3)))	(-(+(/39)(/96))(*8(-63)))	(((39/)(96/)+)(8(63-)*)-)
(((0*2)+0)+(6-(6+1)))	(+(+(*02)0)(-6(+61)))	(((02*)0+)(6(61+)-)+)
((3*4)-((4-9)+(2/7)))	(-(*34)(+(-49)(/27)))	((34*)((49-)(27/)+)-)
(((9*5)+(3*2))/(7+(1*0)))	(/(+(*95)(*32))(+7(*10)))	(((95*)(32*)+)(7(10*)+)/)
(((7/8)/(9-1))+((4-4)/(2*8)))	(+(/(/78)(-91))(/(-44)(*28)))	(((78/)(91-)/)((44-)(28*)/)+)
(4/((1-3)*2))	(/4(*(-13)2))	(4((13-)2*)/)
(((5+8)*(9*2))/(8-(4*8)))	(/(*(+58)(*92))(-8(*48)))	(((58+)(92*)*)(8(48*)-)/)
((4-(5+5))/(2+0))	(/(-4(+55))(+20))	((4(55+)-)(20+)/)
(((0/5)*(5-0))/((5+9)/5))	(/(*(/05)(-50))(/(+59)5))	(((05/)(50-)*)((59+)5/)/)
(((5+1)*(8+9))+((8*6)*(3-2)))	(+(*(+51)(+89))(*(*86)(-32)))	(((51+)(89+)*)((86*)(32-)*)+)
(((0+1)+6)+((6/9)*7))	(+(+(+01)6)(*(/69)7))	(((01+)6+)((69/)7*)+)
(((1-2)-9)*((1-6)*(2+8)))	(*(-(-12)9)(*(-16)(+28)))	(((12-)9-)((16-)(28+)*)*)
((3-2)+((2*9)*7))	(+(-32)(*(*29)7))	((32-)((29*)7*)+)
(((0/9)*(9/5))-((3-6)+(7/8)))	(-(*(/09)(/95))(+(-36)(/78)))	(((09/)(95/)*)((36-)(78/)+)-)
(((6/7)/(5*8))-((7+4)*0))	(-(/(/67)(*58))(*(+74)0))	(((67/)(58*)/)((74+)0*)-)
((8+(4*6))+((4/9)-(9+4)))	(+(+8(*46))(-(/49)(+94)))	((8(46*)+)((49/)(94+)-)+)
(((7/8)-(6*0))+((8*8)/2))	(+(-(/78)(*60))(/(*88)2))	(((78/)(60*)-)((88*)2/)+)
(((9*7)*(1*5))-((4*6)-(7*5)))	(-(*(*97)(*15))(-(*46)(*75)))	(((97*)(15*)*)((46*)(75*)-)-)
(((9-7)-(9-9))-((9/5)-(7*4)))	(-(-(-97)(-99))(-(/95)(*74)))	(((97-)(99-)-)((95/)(74*)-)-)
(((5/4)+(0*4))+((3+9)-5))	(+(+(/54)(*04))(-(+39)5))	(((54/)(04*)+)((39+)5-)+)
(((6+3)*(1/3))+((6*3)/0))	(+(*(+63)(/13))(/(*63)0))	(((63+)(13/)*)((63*)0/)+)
(((2*8)*(9+0))+((3/0)/(9+5)))	(+(*(*28)(+90))(/(/30)(+95)))	(((28*)(90+)*)((30/)(95+)/)+)
(((7-8)+(1+7))+((9*0)/(7+9)))	(+(+(-78)(+17))(/(*90)(+79)))	(((78-)(17+)+)((90*)(79+)/)+)
(((3-3)+(9/0))/((5*2)+(0-7)))	(/(+(-33)(/90))(+(*52)(-07)))	(((33-)(90/)+)((52*)(07-)+)/)
(((1-0)+(5/8))*((0+2)*(6-5)))	(*(+(-10)(/58))(*(+02)(-65)))	(((10-)(58/)+)((02+)(65-)*)*)
(((1*7)+4)-((8*8)-(5-2)))	(-(+(*17)4)(-(*88)(-52)))	(((17*)4+)((88*)(52-)-)-)
((7+(5-8))-((6*3)-(0+6)))	(-(+7(-58))(-(*63)(+06)))	((7(58-)+)((63*)(06+)-)-)
(((1*8)+(8/9))*((8+4)+2))	(*(+(*18)(/89))(+(+84)2))	(((18*)(89/)+)((84+)2+)*)
(((4/5)/(4-4))*(6+(4*4)))	(*(/(/45)(-44))(+6(*44)))	(((45/)(44-)/)(6(44*)+)*)
(((9/5)+(2/1))-((3/9)-(6+5)))	(-(+(/95)(/21))(-(/39)(+65)))	(((95/)(21/)+)((39/)(65+)-)-)
((0*(5*0))+((0-0)/4))	(+(*0(*50))(/(-00)4))	((0(50*)*)((00-)4/)+)
(((0-8)+2)+((8+0)/(5-2)))	(+(+(-08)2)(/(+80)(-52)))	(((08-)2+)((80+)(52-)/)+)
(((4/3)/(0-4))/((2+8)/(2/9)))	(/(/(/43)(-04))(/(+28)(/29)))	(((43/)(04-)/)((28+)(29/)/)/)
(((9/8)-(0*4))/((7+8)-(9+6)))	(/(-(/98)(*04))(-(+78)(+96)))	(((98/)(04*)-)((78+)(96+)-)/)
(((0/0)/(7+5))/(8/(8/0)))	(/(/(/00)(+75))(/8(/80)))	(((00/)(75+)/)(8(80/)/)/)
((2-(1+4))+(2+(1+5)))	(+(-2(+14))(+2(+15)))	((2(14+)-)(2(15+)+)+)
(((1-2)+(5*9))*((7*5)*(0+5)))	(*(+(-12)(*59))(*(*75)(+05)))	(((12-)(59*)+)((75*)(05+)*)*)
(((1-4)+(8*5))*((3+0)+(2*9)))	(*(+(-14)(*85))(+(+30)(*29)))	(((14-)(85*)+)((30+)(29*)+)*)
(((9/7)*(7/7))/(1*1))	(/(*(/97)(/77))(*11))	(((97/)(77/)*)(11*)/)
(((3+3)*(2/2))*(8-(1+1)))	(*(*(+33)(/22))(-8(+11)))	(((33+)(22/)*)(8(11+)-)*)
((0*(8*3))*((1/9)+(6/7)))	(*(*0(*83))(+(/19)(/67)))	((0(83*)*)((19/)(67/)+)*)
(((6+9)*(6+6))+((0-9)+7))	(+(*(+69)(+66))(+(-09)7))	(((69+)(66+)*)((09-)7+)+)
((5*(8+5))/((4+0)/(0-1)))	(/(*5(+85))(/(+40)(-01)))	((5(85+)*)((40+)(01-)/)/)
(((1-4)*(1/1))-((2+7)/5))	(-(*(-14)(/11))(/(+27)5))	(((14-)(11/)*)((27+)5/)-)
((2-(2+6))*(3*(1/7)))	(*(-2(+26))(*3(/17)))	((2(26+)-)(3(17/)*)*)
(((3/6)*(5+8))*((8/7)/(4-2)))	(*(*(/36)(+58))(/(/87)(-42)))	(((36/)(58+)*)((87/)(42-)/)*)
((3*(1*3))-((6/1)+(8/1)))	(-(*3(*13))(+(/61)(/81)))	((3(13*)*)((61/)(81/)+)-)
((2-(6*6))/((0/4)+(9*7)))	(/(-2(*66))(+(/04)(*97)))	((2(66*)-)((04/)(97*)+)/)
