(2/(5*(0*(6-6))))	(/2(*5(*0(-66))))	(2(5(0(66-)*)*)/)
((2/(3*2))-(((8-9)*3)-((5+3)*9)))	(-(/2(*32))(-(*(-89)3)(*(+53)9)))	((2(32*)/)(((89-)3*)((53+)9*)-)-)
((6/(3-9))-(((3*8)+0)-((8-4)-(1/3))))	(-(/6(-39))(-(+(*38)0)(-(-84)(/13))))	((6(39-)/)(((38*)0+)((84-)(13/)-)-)-)
((7-(1/4))+(((5/6)*(9/1))+9))	(+(-7(/14))(+(*(/56)(/91))9))	((7(14/)-)(((56/)(91/)*)9+)+)
((0/(4/9))/(((5-8)*(6/6))/(2+0)))	(/(/0(/49))(/(*(-58)(/66))(+20)))	((0(49/)/)(((58-)(66/)*)(20+)/)/)
((5*(3*8))/(((4+8)+(8*2))/(4+(2*4))))	(/(*5(*38))(/(+(+48)(*82))(+4(*24))))	((5(38*)*)(((48+)(82*)+)(4(24*)+)/)/)
((6/(8*1))/(((0*5)-(5*5))+((5-4)/8)))	(/(/6(*81))(+(-(*05)(*55))(/(-54)8)))	((6(81*)/)(((05*)(55*)-)((54-)8/)+)/)
((3*(5*5))+(((4/4)*(7/5))-((2*1)-(4*1))))	(+(*3(*55))(-(*(/44)(/75))(-(*21)(*41))))	((3(55*)*)(((44/)(75/)*)((21*)(41*)-)-)+)
((5-(6-(4/1)))/4)	(/(-5(-6(/41)))4)	((5(6(41/)-)-)4/)
((4*(8/(2-7)))-(6-2))	(-(*4(/8(-27)))(-62))	((4(8(27-)/)*)(62-)-)
((5*(9*(2*4)))+(4*(4+3)))	(+(*5(*9(*24)))(*4(+43)))	((5(9(24*)*)*)(4(43+)*)+)
((3-(7*(6/0)))*(5/(0-(3*6))))	(*(-3(*7(/60)))(/5(-0(*36))))	((3(7(60/)*)-)(5(0(36*)-)/)*)
((4+(6-(5-1)))*(5-((7+9)-7)))	(*(+4(-6(-51)))(-5(-(+79)7)))	((4(6(51-)-)+)(5((79+)7-)-)*)
((7-(1/(4/9)))*(2/((9*6)/(8/4))))	(*(-7(/1(/49)))(/2(/(*96)(/84))))	((7(1(49/)/)-)(2((96*)(84/)/)/)*)
((0/(5+(3-6)))*((4*3)+8))	(*(/0(+5(-36)))(+(*43)8))	((0(5(36-)+)/)((43*)8+)*)
((4*(3/(0*7)))/((5/2)-(1/2)))	(/(*4(/3(*07)))(-(/52)(/12)))	((4(3(07*)/)*)((52/)(12/)-)/)
((3+(1+(8+9)))-((0+6)-(1/(4-6))))	(-(+3(+1(+89)))(-(+06)(/1(-46))))	((3(1(89+)+)+)((06+)(1(46-)/)-)-)
((9-(6-(0+7)))*((4+0)+((5/4)*1)))	(*(-9(-6(+07)))(+(+40)(*(/54)1)))	((9(6(07+)-)-)((40+)((54/)1*)+)*)
((4*(3-(3*1)))-((6/4)+((4+0)*(4*1))))	(-(*4(-3(*31)))(+(/64)(*(+40)(*41))))	((4(3(31*)-)*)((64/)((40+)(41*)*)+)-)
((0-(9*(0/5)))-((8+(6+1))*0))	(-(-0(*9(/05)))(*(+8(+61))0))	((0(9(05/)*)-)((8(61+)+)0*)-)
((8*(7*(1+2)))-((5+(7+8))/(4/2)))	(-(*8(*7(+12)))(/(+5(+78))(/42)))	((8(7(12+)*)*)((5(78+)+)(42/)/)-)
((3/(4/(4*7)))/((4/(3+9))-(7/(7+0))))	(/(/3(/4(*47)))(-(/4(+39))(/7(+70))))	((3(4(47*)/)/)((4(39+)/)(7(70+)/)-)/)
((1-(4-(6/2)))-((3*(2-3))+((7*1)*8)))	(-(-1(-4(/62)))(+(*3(-23))(*(*71)8)))	((1(4(62/)-)-)((3(23-)*)((71*)8*)+)-)
((5*(4*(4+3)))*((0-(5/9))/((9+8)+(9-1))))	(*(*5(*4(+43)))(/(-0(/59))(+(+98)(-91))))	((5(4(43+)*)*)((0(59/)-)((98+)(91-)+)/)*)
((7*(4/(9/6)))*(((3+6)/4)*1))	(*(*7(/4(/96)))(*(/(+36)4)1))	((7(4(96/)/)*)(((36+)4/)1*)*)
((0-(6/(0-1)))/(((4*8)/5)*(2/4)))	(/(-0(/6(-01)))(*(/(*48)5)(/24)))	((0(6(01-)/)-)(((48*)5/)(24/)*)/)
((8/(8*(2-4)))-(((2+3)*0)/(4-(7-8))))	(-(/8(*8(-24)))(/(*(+23)0)(-4(-78))))	((8(8(24-)*)/)(((23+)0*)(4(78-)-)/)-)
((6/(5/(6-4)))/(((8*4)-9)*((1+0)-7)))	(/(/6(/5(-64)))(*(-(*84)9)(-(+10)7)))	((6(5(64-)/)/)(((84*)9-)((10+)7-)*)/)
((9*(7+(4*7)))-(((9/9)*5)/((1-5)/(1*8))))	(-(*9(+7(*47)))(/(*(/99)5)(/(-15)(*18))))	((9(7(47*)+)*)(((99/)5*)((15-)(18*)/)/)-)
((0/(7+(3*3)))-(((1-1)*(2+3))*3))	(-(/0(+7(*33)))(*(*(-11)(+23))3))	((0(7(33*)+)/)(((11-)(23+)*)3*)-)
((3*(8*(6+8)))+(((3/7)/(5+2))/(6-4)))	(+(*3(*8(+68)))(/(/(/37)(+52))(-64)))	((3(8(68+)*)*)(((37/)(52+)/)(64-)/)+)
((4/(9-(4+4)))-(((0-4)-(5-5))-(7-(0-2))))	(-(/4(-9(+44)))(-(-(-04)(-55))(-7(-02))))	((4(9(44+)-)/)(((04-)(55-)-)(7(02-)-)-)-)
((0/(6-(4/7)))/(((7/0)/(4*3))/((4-4)*6)))	(/(/0(-6(/47)))(/(/(/70)(*43))(*(-44)6)))	((0(6(47/)-)/)(((70/)(43*)/)((44-)6*)/)/)
((6*(3/(0*2)))/(((2+9)/(5-0))/((4+5)-(4-9))))	(/(*6(/3(*02)))(/(/(+29)(-50))(-(+45)(-49))))	((6(3(02*)/)*)(((29+)(50-)/)((45+)(49-)-)/)/)
((1-((2/1)/8))+8)	(+(-1(/(/21)8))8)	((1((21/)8/)-)8+)
((7+((2*8)*6))/(0/7))	(/(+7(*(*28)6))(/07))	((7((28*)6*)+)(07/)/)
((5-((3*7)/6))/(8-(9*7)))	(/(-5(/(*37)6))(-8(*97)))	((5((37*)6/)-)(8(97*)-)/)
((6/((3+4)*8))+(9*(6*(2*5))))	(+(/6(*(+34)8))(*9(*6(*25))))	((6((34+)8*)/)(9(6(25*)*)*)+)
((0+((1*9)*8))-(8+((8/9)+8)))	(-(+0(*(*19)8))(+8(+(/89)8)))	((0((19*)8*)+)(8((89/)8+)+)-)
((3-((7+5)-4))-(3-((2-2)/(5-0))))	(-(-3(-(+75)4))(-3(/(-22)(-50))))	((3((75+)4-)-)(3((22-)(50-)/)-)-)
((2+((7*5)*3))-((4-7)*3))	(-(+2(*(*75)3))(*(-47)3))	((2((75*)3*)+)((47-)3*)-)
((8+((3*5)+6))*((4-9)*(7/8)))	(*(+8(+(*35)6))(*(-49)(/78)))	((8((35*)6+)+)((49-)(78/)*)*)
((6-((8/7)+9))+((5/0)-(3+(6+3))))	(+(-6(+(/87)9))(-(/50)(+3(+63))))	((6((87/)9+)-)((50/)(3(63+)+)-)+)
((9+((5+2)*0))-((4/2)+((9+6)-9)))	(-(+9(*(+52)0))(+(/42)(-(+96)9)))	((9((52+)0*)+)((42/)((96+)9-)+)-)
((0-((1+2)/5))+((1-6)*((4+7)*(8+0))))	(+(-0(/(+12)5))(*(-16)(*(+47)(+80))))	((0((12+)5/)-)((16-)((47+)(80+)*)*)+)
((1*((2-5)/5))/((7+(0*3))+2))	(/(*1(/(-25)5))(+(+7(*03))2))	((1((25-)5/)*)((7(03*)+)2+)/)
((2*((6-1)-4))-((7*(6-7))*(5-0)))	(-(*2(-(-61)4))(*(*7(-67))(-50)))	((2((61-)4-)*)((7(67-)*)(50-)*)-)
((7+((8*7)-6))-((7/(3*4))+(5-(8+9))))	(-(+7(-(*87)6))(+(/7(*34))(-5(+89))))	((7((87*)6-)+)((7(34*)/)(5(89+)-)+)-)
((6/((5*0)+8))-((4-(8+0))+((0*3)-4)))	(-(/6(+(*50)8))(+(-4(+80))(-(*03)4)))	((6((50*)8+)/)((4(80+)-)((03*)4-)+)-)
((2*((4*6)-7))*((5/(0+2))*((9+0)-(9*3))))	(*(*2(-(*46)7))(*(/5(+02))(-(+90)(*93))))	((2((46*)7-)*)((5(02+)/)((90+)(93*)-)*)*)
((6-((4+6)/4))-(((4+5)+4)/1))	(-(-6(/(+46)4))(/(+(+45)4)1))	((6((46+)4/)-)(((45+)4+)1/)-)
((4-((7+7)*4))*(((8-4)+3)*(8-1)))	(*(-4(*(+77)4))(*(+(-84)3)(-81)))	((4((77+)4*)-)(((84-)3+)(81-)*)*)
((8*((4-1)+5))*(((7-5)+0)-(2-(4+3))))	(*(*8(+(-41)5))(-(+(-75)0)(-2(+43))))	((8((41-)5+)*)(((75-)0+)(2(43+)-)-)*)
((3-((2-2)*6))-(((6/2)+5)-((4/5)-4)))	(-(-3(*(-22)6))(-(+(/62)5)(-(/45)4)))	((3((22-)6*)-)(((62/)5+)((45/)4-)-)-)
((3*((4-7)/4))*(((0+4)/4)*((3-1)-(9-2))))	(*(*3(/(-47)4))(*(/(+04)4)(-(-31)(-92))))	((3((47-)4/)*)(((04+)4/)((31-)(92-)-)*)*)
((6/((7-3)+8))-(((1+6)/(0*4))/2))	(-(/6(+(-73)8))(/(/(+16)(*04))2))	((6((73-)8+)/)(((16+)(04*)/)2/)-)
((0+((7+5)-9))/(((2/6)+(9-6))/(7+8)))	(/(+0(-(+75)9))(/(+(/26)(-96))(+78)))	((0((75+)9-)+)(((26/)(96-)+)(78+)/)/)
((6-((3/0)+7))-(((4+2)/(9+7))+(6+(0-9))))	(-(-6(+(/30)7))(+(/(+42)(+97))(+6(-09))))	((6((30/)7+)-)(((42+)(97+)/)(6(09-)+)+)-)
((0*((5-6)/1))+(((1/7)-(9*3))-((8-1)+4)))	(+(*0(/(-56)1))(-(-(/17)(*93))(+(-81)4)))	((0((56-)1/)*)(((17/)(93*)-)((81-)4+)-)+)
((0/((8/1)-7))/(((8*1)/(1+9))+((2/1)+(2-9))))	(/(/0(-(/81)7))(+(/(*81)(+19))(+(/21)(-29))))	((0((81/)7-)/)(((81*)(19+)/)((21/)(29-)+)+)/)
((7*((6*8)+(1/2)))+9)	(+(*7(+(*68)(/12)))9)	((7((68*)(12/)+)*)9+)
((7*((1*6)+(6-6)))/(6+6))	(/(*7(+(*16)(-66)))(+66))	((7((16*)(66-)+)*)(66+)/)
((9+((3*9)*(1*9)))*(1*(0+8)))	(*(+9(*(*39)(*19)))(*1(+08)))	((9((39*)(19*)*)+)(1(08+)*)*)
((7*((5+3)*(5+2)))+(7-(5*(5+6))))	(+(*7(*(+53)(+52)))(-7(*5(+56))))	((7((53+)(52+)*)*)(7(5(56+)*)-)+)
((4/((5*0)/(4+4)))*(8-((0-4)*6)))	(*(/4(/(*50)(+44)))(-8(*(-04)6)))	((4((50*)(44+)/)/)(8((04-)6*)-)*)
((5*((2/7)+(7+6)))+(4*((2/0)+(3+3))))	(+(*5(+(/27)(+76)))(*4(+(/20)(+33))))	((5((27/)(76+)+)*)(4((20/)(33+)+)*)+)
((4+((1/9)+(4*4)))-((2-6)/7))	(-(+4(+(/19)(*44)))(/(-26)7))	((4((19/)(44*)+)+)((26-)7/)-)
((4/((2+2)/(7*1)))*((1+8)-(0+1)))	(*(/4(/(+22)(*71)))(-(+18)(+01)))	((4((22+)(71*)/)/)((18+)(01+)-)*)
((3*((9*7)-(7/8)))*((1-4)*(3*(2-5))))	(*(*3(-(*97)(/78)))(*(-14)(*3(-25))))	((3((97*)(78/)-)*)((14-)(3(25-)*)*)*)
((3/((1*3)+(4-5)))*((4*6)+((3*9)*7)))	(*(/3(+(*13)(-45)))(+(*46)(*(*39)7)))	((3((13*)(45-)+)/)((46*)((39*)7*)+)*)
((1*((9+8)*(7/6)))-((5/1)*((5/5)+(5/1))))	(-(*1(*(+98)(/76)))(*(/51)(+(/55)(/51))))	((1((98+)(76/)*)*)((51/)((55/)(51/)+)*)-)
((3/((0-7)/(2/9)))+((8*(3*3))-9))	(+(/3(/(-07)(/29)))(-(*8(*33))9))	((3((07-)(29/)/)/)((8(33*)*)9-)+)
((7*((9+7)/(7-7)))*((8+(5+0))+(0+3)))	(*(*7(/(+97)(-77)))(+(+8(+50))(+03)))	((7((97+)(77-)/)*)((8(50+)+)(03+)+)*)
((4-((7-2)/(6*5)))-((1-(0+4))+(6/(0/9))))	(-(-4(/(-72)(*65)))(+(-1(+04))(/6(/09))))	((4((72-)(65*)/)-)((1(04+)-)(6(09/)/)+)-)
((6+((6-8)*(5-9)))-((4-(4+1))-((6/4)-3)))	(-(+6(*(-68)(-59)))(-(-4(+41))(-(/64)3)))	((6((68-)(59-)*)+)((4(41+)-)((64/)3-)-)-)
((1*((2*4)-(3+8)))*((9*(3+5))-((3/8)*(8/1))))	(*(*1(-(*24)(+38)))(-(*9(+35))(*(/38)(/81))))	((1((24*)(38+)-)*)((9(35+)*)((38/)(81/)*)-)*)
((8+((9/1)-(4-6)))+(((7+1)-0)-8))	(+(+8(-(/91)(-46)))(-(-(+71)0)8))	((8((91/)(46-)-)+)(((71+)0-)8-)+)
((5/((0/7)-(1+5)))+(((9+1)-1)*(6-4)))	(+(/5(-(/07)(+15)))(*(-(+91)1)(-64)))	((5((07/)(15+)-)/)(((91+)1-)(64-)*)+)
((4*((4*7)*(7+2)))+(((4-7)*3)/(8/(8-7))))	(+(*4(*(*47)(+72)))(/(*(-47)3)(/8(-87))))	((4((47*)(72+)*)*)(((47-)3*)(8(87-)/)/)+)
((5*((8/4)/(2/9)))-(((3*2)/6)/((3-7)+5)))	(-(*5(/(/84)(/29)))(/(/(*32)6)(+(-37)5)))	((5((84/)(29/)/)*)(((32*)6/)((37-)5+)/)-)
((8+((0-4)+(7-7)))*(((7*2)*0)*((8*6)*(3-8))))	(*(+8(+(-04)(-77)))(*(*(*72)0)(*(*86)(-38))))	((8((04-)(77-)+)+)(((72*)0*)((86*)(38-)*)*)*)
((9+((2-4)/(9-4)))*(((0+4)+(0+2))-2))	(*(+9(/(-24)(-94)))(-(+(+04)(+02))2))	((9((24-)(94-)/)+)(((04+)(02+)+)2-)*)
((9*((5+4)/(4-6)))/(((2/8)-(4/7))*(8*7)))	(/(*9(/(+54)(-46)))(*(-(/28)(/47))(*87)))	((9((54+)(46-)/)*)(((28/)(47/)-)(87*)*)/)
((1+((4*6)/(6+2)))+(((9/4)+(1+2))/(3-(0/0))))	(+(+1(/(*46)(+62)))(/(+(/94)(+12))(-3(/00))))	((1((46*)(62+)/)+)(((94/)(12+)+)(3(00/)-)/)+)
((7-((9-6)/(4*2)))*(((3-5)-(0-8))/((6-2)-1)))	(*(-7(/(-96)(*42)))(/(-(-35)(-08))(-(-62)1)))	((7((96-)(42*)/)-)(((35-)(08-)-)((62-)1-)/)*)
((1/((8/7)*(6+9)))+(((3/5)+(0/0))/((5+4)+(7*7))))	(+(/1(*(/87)(+69)))(/(+(/35)(/00))(+(+54)(*77))))	((1((87/)(69+)*)/)(((35/)(00/)+)((54+)(77*)+)/)+)
(((1+7)-8)-(6-(0+(1*6))))	(-(-(+17)8)(-6(+0(*16))))	(((17+)8-)(6(0(16*)+)-)-)
(((4/5)/5)-(5*((9+0)+7)))	(-(/(/45)5)(*5(+(+90)7)))	(((45/)5/)(5((90+)7+)*)-)
(((2+1)/8)/(1*((8/9)+(6*9))))	(/(/(+21)8)(*1(+(/89)(*69))))	(((21+)8/)(1((89/)(69*)+)*)/)
(((0+7)-2)+((0/8)*(7/(8+6))))	(+(-(+07)2)(*(/08)(/7(+86))))	(((07+)2-)((08/)(7(86+)/)*)+)
(((1-1)/3)*((7+1)+((7/2)-7)))	(*(/(-11)3)(+(+71)(-(/72)7)))	(((11-)3/)((71+)((72/)7-)+)*)
(((9-1)/9)/((8/5)*((9*2)/(9*2))))	(/(/(-91)9)(*(/85)(/(*92)(*92))))	(((91-)9/)((85/)((92*)(92*)/)*)/)
(((8-0)/3)+((3/(3-1))-2))	(+(/(-80)3)(-(/3(-31))2))	(((80-)3/)((3(31-)/)2-)+)
(((1+0)*7)+((0*(5-2))-(0+2)))	(+(*(+10)7)(-(*0(-52))(+02)))	(((10+)7*)((0(52-)*)(02+)-)+)
(((4-0)+1)-((2-(2*8))/(7*(8*2))))	(-(+(-40)1)(/(-2(*28))(*7(*82))))	(((40-)1+)((2(28*)-)(7(82*)*)/)-)
(((6*9)/8)*((8-(5+9))/((9+4)*3)))	(*(/(*69)8)(/(-8(+59))(*(+94)3)))	(((69*)8/)((8(59+)-)((94+)3*)/)*)
(((1-3)*6)/((9-(7+7))+((4/8)*(4+0))))	(/(*(-13)6)(+(-9(+77))(*(/48)(+40))))	(((13-)6*)((9(77+)-)((48/)(40+)*)+)/)
(((8*7)/1)/(((8/4)/6)*3))	(/(/(*87)1)(*(/(/84)6)3))	(((87*)1/)(((84/)6/)3*)/)
(((1*5)*9)-(((6+8)*7)-(1*8)))	(-(*(*15)9)(-(*(+68)7)(*18)))	(((15*)9*)(((68+)7*)(18*)-)-)
(((5-6)/5)/(((4+4)*0)+(1/(3-3))))	(/(/(-56)5)(+(*(+44)0)(/1(-33))))	(((56-)5/)(((44+)0*)(1(33-)/)+)/)
(((0/2)-5)*(((1+1)*8)+((8/5)-9)))	(*(-(/02)5)(+(*(+11)8)(-(/85)9)))	(((02/)5-)(((11+)8*)((85/)9-)+)*)
(((0+7)-2)*(((8*3)/5)/((0-3)*(1+6))))	(*(-(+07)2)(/(/(*83)5)(*(-03)(+16))))	(((07+)2-)(((83*)5/)((03-)(16+)*)/)*)
(((5*6)+0)+(((1*6)+(6-9))-1))	(+(+(*56)0)(-(+(*16)(-69))1))	(((56*)0+)(((16*)(69-)+)1-)+)
(((1/2)-4)+(((2+2)-(7/5))+(8*6)))	(+(-(/12)4)(+(-(+22)(/75))(*86)))	(((12/)4-)(((22+)(75/)-)(86*)+)+)
(((4-2)+3)/(((6*1)+(7*3))+(2-(7-8))))	(/(+(-42)3)(+(+(*61)(*73))(-2(-78))))	(((42-)3+)(((61*)(73*)+)(2(78-)-)+)/)
(((8*3)/1)+(((1*6)*(0+3))-((1*4)*2)))	(+(/(*83)1)(-(*(*16)(+03))(*(*14)2)))	(((83*)1/)(((16*)(03+)*)((14*)2*)-)+)
(((6+3)+0)-(((1-2)-(2-9))*((2-2)+(0*2))))	(-(+(+63)0)(*(-(-12)(-29))(+(-22)(*02))))	(((63+)0+)(((12-)(29-)-)((22-)(02*)+)*)-)
(((1*2)-(2*9))*(4/(8+(9-0))))	(*(-(*12)(*29))(/4(+8(-90))))	(((12*)(29*)-)(4(8(90-)+)/)*)
(((6+0)*(8-2))+(9/((9/3)-2)))	(+(*(+60)(-82))(/9(-(/93)2)))	(((60+)(82-)*)(9((93/)2-)/)+)
(((6/2)/(9+3))/(7-((9-9)+(8-0))))	(/(/(/62)(+93))(-7(+(-99)(-80))))	(((62/)(93+)/)(7((99-)(80-)+)-)/)
(((8*5)+(9*7))/((3-9)-(3+(4/0))))	(/(+(*85)(*97))(-(-39)(+3(/40))))	(((85*)(97*)+)((39-)(3(40/)+)-)/)
(((0*0)*(5*7))+((3*9)-((6+5)/4)))	(+(*(*00)(*57))(-(*39)(/(+65)4)))	(((00*)(57*)*)((39*)((65+)4/)-)+)
(((4*4)*(8/2))-((8-7)-((8/2)-(7+4))))	(-(*(*44)(/82))(-(-87)(-(/82)(+74))))	(((44*)(82/)*)((87-)((82/)(74+)-)-)-)
(((3*8)+(6*1))+((3/(3+2))/2))	(+(+(*38)(*61))(/(/3(+32))2))	(((38*)(61*)+)((3(32+)/)2/)+)
(((3*4)+(5+1))-((6-(0/5))+(0*4)))	(-(+(*34)(+51))(+(-6(/05))(*04)))	(((34*)(51+)+)((6(05/)-)(04*)+)-)
(((4+5)/(5*2))/((2/(3/9))*(0-(6+6))))	(/(/(+45)(*52))(*(/2(/39))(-0(+66))))	(((45+)(52*)/)((2(39/)/)(0(66+)-)*)/)
(((5/7)/(6/5))/((9/(7+4))+((5*2)+4)))	(/(/(/57)(/65))(+(/9(+74))(+(*52)4)))	(((57/)(65/)/)((9(74+)/)((52*)4+)+)/)
(((1-4)/(4*5))+((6-(9/2))*((5*1)+(4+5))))	(+(/(-14)(*45))(*(-6(/92))(+(*51)(+45))))	(((14-)(45*)/)((6(92/)-)((51*)(45+)+)*)+)
(((2*5)+(2+6))-(((3-0)/8)+5))	(-(+(*25)(+26))(+(/(-30)8)5))	(((25*)(26+)+)(((30-)8/)5+)-)
(((7/5)-(5+2))+(((0-6)-5)/(2/3)))	(+(-(/75)(+52))(/(-(-06)5)(/23)))	(((75/)(52+)-)(((06-)5-)(23/)/)+)
(((3+6)/(5/7))+(((3-0)-3)*(5*(1-2))))	(+(/(+36)(/57))(*(-(-30)3)(*5(-12))))	(((36+)(57/)/)(((30-)3-)(5(12-)*)*)+)
(((2*6)/(3+5))*(((5*8)+1)-((7+6)-8)))	(*(/(*26)(+35))(-(+(*58)1)(-(+76)8)))	(((26*)(35+)/)(((58*)1+)((76+)8-)-)*)
(((0-9)/(9/1))+(((6/8)-7)+((4/1)+(6-0))))	(+(/(-09)(/91))(+(-(/68)7)(+(/41)(-60))))	(((09-)(91/)/)(((68/)7-)((41/)(60-)+)+)+)
(((1-1)*(8/6))*(((9+9)/(1-1))*2))	(*(*(-11)(/86))(*(/(+99)(-11))2))	(((11-)(86/)*)(((99+)(11-)/)2*)*)
(((4-1)*(2+0))+(((1/3)*(8*2))*(3/1)))	(+(*(-41)(+20))(*(*(/13)(*82))(/31)))	(((41-)(20+)*)(((13/)(82*)*)(31/)*)+)
(((5*7)-(6*0))/(((7*6)/(5+9))*(0*(5-7))))	(/(-(*57)(*60))(*(/(*76)(+59))(*0(-57))))	(((57*)(60*)-)(((76*)(59+)/)(0(57-)*)*)/)
(((3*7)+(7+3))+(((5/3)/(8/1))+((4*8)+1)))	(+(+(*37)(+73))(+(/(/53)(/81))(+(*48)1)))	(((37*)(73+)+)(((53/)(81/)/)((48*)1+)+)+)
(((6/7)+(9*7))*(((9-5)/(9-4))-((2*8)+(6+8))))	(*(+(/67)(*97))(-(/(-95)(-94))(+(*28)(+68))))	(((67/)(97*)+)(((95-)(94-)/)((28*)(68+)+)-)*)
(((6/9)/(7-(8*2)))+7)	(+(/(/69)(-7(*82)))7)	(((69/)(7(82*)-)/)7+)
(((0+1)*(0/(9-7)))-(5/4))	(-(*(+01)(/0(-97)))(/54))	(((01+)(0(97-)/)*)(54/)-)
(((9+8)+(9/(5/5)))*(0/(5*6)))	(*(+(+98)(/9(/55)))(/0(*56)))	(((98+)(9(55/)/)+)(0(56*)/)*)
(((6/9)*(0+(0+8)))*(8/(0+(7+6))))	(*(*(/69)(+0(+08)))(/8(+0(+76))))	(((69/)(0(08+)+)*)(8(0(76+)+)/)*)
(((9-4)-(2*(4*5)))-(5+((6/6)/1)))	(-(-(-94)(*2(*45)))(+5(/(/66)1)))	(((94-)(2(45*)*)-)(5((66/)1/)+)-)
(((7-3)+(1/(7*2)))/(0-((7*0)*(9-0))))	(/(+(-73)(/1(*72)))(-0(*(*70)(-90))))	(((73-)(1(72*)/)+)(0((70*)(90-)*)-)/)
(((1+4)+(2-(6+3)))/((4*6)+4))	(/(+(+14)(-2(+63)))(+(*46)4))	(((14+)(2(63+)-)+)((46*)4+)/)
(((9+8)-(3-(2+8)))-((9-5)-(8*4)))	(-(-(+98)(-3(+28)))(-(-95)(*84)))	(((98+)(3(28+)-)-)((95-)(84*)-)-)
(((8-1)/(3+(4-9)))+((4*5)-(5*(3+7))))	(+(/(-81)(+3(-49)))(-(*45)(*5(+37))))	(((81-)(3(49-)+)/)((45*)(5(37+)*)-)+)
(((1/8)-(6+(2*2)))*((8-4)/((4*7)/5)))	(*(-(/18)(+6(*22)))(/(-84)(/(*47)5)))	(((18/)(6(22*)+)-)((84-)((47*)5/)/)*)
(((9*7)-(4-(8/8)))-((2-8)-((1+1)/(1-3))))	(-(-(*97)(-4(/88)))(-(-28)(/(+11)(-13))))	(((97*)(4(88/)-)-)((28-)((11+)(13-)/)-)-)
(((9*6)-(2+(9/7)))-((7/(6*7))+9))	(-(-(*96)(+2(/97)))(+(/7(*67))9))	(((96*)(2(97/)+)-)((7(67*)/)9+)-)
(((1+4)/(2+(5-8)))/((5*(4+1))*(6/5)))	(/(/(+14)(+2(-58)))(*(*5(+41))(/65)))	(((14+)(2(58-)+)/)((5(41+)*)(65/)*)/)
(((7/4)*(6/(4/5)))*((9/(4*9))-(8*(2-1))))	(*(*(/74)(/6(/45)))(-(/9(*49))(*8(-21))))	(((74/)(6(45/)/)*)((9(49*)/)(8(21-)*)-)*)
(((6-2)+(4*(5-8)))/((6/(4/8))/((3*7)-6)))	(/(+(-62)(*4(-58)))(/(/6(/48))(-(*37)6)))	(((62-)(4(58-)*)+)((6(48/)/)((37*)6-)/)/)
(((1*4)*(9-(8-0)))/((6+(0-3))+((6*0)-(2/9))))	(/(*(*14)(-9(-80)))(+(+6(-03))(-(*60)(/29))))	(((14*)(9(80-)-)*)((6(03-)+)((60*)(29/)-)+)/)
(((1+5)+(5-(0/2)))/(((6+0)-2)-6))	(/(+(+15)(-5(/02)))(-(-(+60)2)6))	(((15+)(5(02/)-)+)(((60+)2-)6-)/)
(((8-1)+(8+(8+9)))*(((3/3)+5)/(5*2)))	(*(+(-81)(+8(+89)))(/(+(/33)5)(*52)))	(((81-)(8(89+)+)+)(((33/)5+)(52*)/)*)
(((3-0)*(2*(3+5)))+(((9-7)+3)*(5/(6-7))))	(+(*(-30)(*2(+35)))(*(+(-97)3)(/5(-67))))	(((30-)(2(35+)*)*)(((97-)3+)(5(67-)/)*)+)
(((3-8)*(5-(4*1)))+(((1*0)*8)+((1/5)-1)))	(+(*(-38)(-5(*41)))(+(*(*10)8)(-(/15)1)))	(((38-)(5(41*)-)*)(((10*)8*)((15/)1-)+)+)
(((4*4)+(5-(3+5)))*(((0*5)/7)/((1-2)*(7+6))))	(*(+(*44)(-5(+35)))(/(/(*05)7)(*(-12)(+76))))	(((44*)(5(35+)-)+)(((05*)7/)((12-)(76+)*)/)*)
(((8/1)*(1/(9*5)))+(((0-4)-(1*8))/0))	(+(*(/81)(/1(*95)))(/(-(-04)(*18))0))	(((81/)(1(95*)/)*)(((04-)(18*)-)0/)+)
(((5/1)/(6*(8*3)))+(((7-8)+(4/6))/(0-7)))	(+(/(/51)(*6(*83)))(/(+(-78)(/46))(-07)))	(((51/)(6(83*)*)/)(((78-)(46/)+)(07-)/)+)
(((5*5)/(0-(3-1)))*(((0-6)/(9-0))+(3+(5/8))))	(*(/(*55)(-0(-31)))(+(/(-06)(-90))(+3(/58))))	(((55*)(0(31-)-)/)(((06-)(90-)/)(3(58/)+)+)*)
(((1+2)+(1+(2/4)))+(((2/3)*(1+4))/((7/9)-4)))	(+(+(+12)(+1(/24)))(/(*(/23)(+14))(-(/79)4)))	(((12+)(1(24/)+)+)(((23/)(14+)*)((79/)4-)/)+)
(((4/3)+(1*(5/2)))+(((3/8)*(6+3))+((3+8)*(7/6))))	(+(+(/43)(*1(/52)))(+(*(/38)(+63))(*(+38)(/76))))	(((43/)(1(52/)*)+)(((38/)(63+)*)((38+)(76/)*)+)+)
(((3+0)-((5*7)-0))/8)	(/(-(+30)(-(*57)0))8)	(((30+)((57*)0-)-)8/)
(((3-5)-((2*8)-3))+(2+9))	(+(-(-35)(-(*28)3))(+29))	(((35-)((28*)3-)-)(29+)+)
(((7-9)-((2/7)*0))-(4-(0*5)))	(-(-(-79)(*(/27)0))(-4(*05)))	(((79-)((27/)0*)-)(4(05*)-)-)
